city,year_x,min_mag,max_mag,frequency,july2020,july2021,july2022,july2023,july2024,july2025
dangcagan,2020,2.1,2.7,2,24525,24635,24727,24800,24856,24893
dangcagan,2024,2.1,2.7,2,24525,24635,24727,24800,24856,24893
danglas,2020,2.2,2.6,2,4222,4224,4224,4224,4222,4219
danglas,2021,2.2,2.6,4,4222,4224,4224,4224,4222,4219
danglas,2022,1.3,3.8,78,4222,4224,4224,4224,4222,4219
danglas,2023,1.4,3.2,14,4222,4224,4224,4224,4222,4219
danglas,2024,1.3,3.8,27,4222,4224,4224,4224,4222,4219
danglas,2025,1.2,3.4,38,4222,4224,4224,4224,4222,4219
dao,2022,2.3,2.3,1,33063,33182,33303,33425,33549,33674
dapa,2020,1.6,5.0,12,24392,24504,24612,24716,24816,24913
dapa,2021,1.7,3.1,35,24392,24504,24612,24716,24816,24913
dapa,2022,1.5,2.7,12,24392,24504,24612,24716,24816,24913
dapa,2023,1.5,3.2,34,24392,24504,24612,24716,24816,24913
dapa,2024,1.4,3.7,31,24392,24504,24612,24716,24816,24913
dapa,2025,1.4,4.5,28,24392,24504,24612,24716,24816,24913
dapitan city,2020,2.2,2.2,1,85194,85666,86106,86513,86889,87232
daram,2025,1.8,1.8,1,43919,44058,44172,44261,44326,44366
dasol,2020,1.8,3.1,6,31023,31370,31703,32022,32328,32618
dasol,2021,1.4,2.6,9,31023,31370,31703,32022,32328,32618
dasol,2022,1.7,3.3,8,31023,31370,31703,32022,32328,32618
dasol,2023,1.4,2.6,14,31023,31370,31703,32022,32328,32618
dasol,2024,1.6,2.6,10,31023,31370,31703,32022,32328,32618
dasol,2025,1.5,2.9,5,31023,31370,31703,32022,32328,32618
datu abdullah sangki,2024,2.4,2.4,1,26185,26637,27082,27520,27952,28376
datu abdullah sangki,2025,1.5,1.5,1,26185,26637,27082,27520,27952,28376
datu anggal midtimbang,2024,2.2,2.2,1,31252,32649,34088,35570,37099,38665
datu anggal midtimbang,2025,1.6,1.6,2,31252,32649,34088,35570,37099,38665
datu blah t. sinsuat,2020,2.2,3.1,3,34762,37130,39628,42256,45021,47909
datu blah t. sinsuat,2021,1.6,4.6,19,34762,37130,39628,42256,45021,47909
datu blah t. sinsuat,2022,1.5,5.9,47,34762,37130,39628,42256,45021,47909
datu blah t. sinsuat,2023,1.5,4.1,35,34762,37130,39628,42256,45021,47909
datu blah t. sinsuat,2024,1.7,4.9,31,34762,37130,39628,42256,45021,47909
datu blah t. sinsuat,2025,1.5,4.2,41,34762,37130,39628,42256,45021,47909
datu paglas,2020,1.8,2.7,13,31630,32280,32925,33566,34204,34836
datu paglas,2021,2.3,2.5,3,31630,32280,32925,33566,34204,34836
datu paglas,2022,1.8,3.5,6,31630,32280,32925,33566,34204,34836
datu paglas,2024,1.7,3.8,6,31630,32280,32925,33566,34204,34836
datu paglas,2025,2.5,2.8,2,31630,32280,32925,33566,34204,34836
datu piang,2021,1.8,2.1,2,23877,23508,23130,22744,22350,21948
datu salibo,2024,2.0,2.6,2,15240,15276,15304,15324,15334,15336
datu unsay,2021,2.4,2.4,1,12045,12073,12095,12111,12119,12121
dauin,2020,2.6,3.3,2,29727,30097,30460,30814,31161,31499
dauin,2021,2.1,2.1,1,29727,30097,30460,30814,31161,31499
dauin,2022,2.3,2.3,1,29727,30097,30460,30814,31161,31499
dauin,2025,1.7,1.7,1,29727,30097,30460,30814,31161,31499
dauis,2023,1.7,1.7,1,50886,51739,52523,53237,53883,54457
dauis,2025,1.9,1.9,1,50886,51739,52523,53237,53883,54457
davao city,2020,1.7,3.2,22,1827910,1870385,1913809,1958191,2003650,2049938
del carmen,2020,1.4,3.7,25,19484,19703,19921,20139,20355,20570
del carmen,2021,1.5,3.4,26,19484,19703,19921,20139,20355,20570
del carmen,2022,1.6,3.4,18,19484,19703,19921,20139,20355,20570
del carmen,2023,1.3,3.4,40,19484,19703,19921,20139,20355,20570
del carmen,2024,1.4,3.0,36,19484,19703,19921,20139,20355,20570
del carmen,2025,1.4,2.9,29,19484,19703,19921,20139,20355,20570
del gallego,2021,1.9,1.9,1,27304,27659,28001,28332,28653,28960
del gallego,2022,2.1,2.1,1,27304,27659,28001,28332,28653,28960
del gallego,2023,1.5,4.0,10,27304,27659,28001,28332,28653,28960
del gallego,2024,1.4,1.4,1,27304,27659,28001,28332,28653,28960
del gallego,2025,1.5,2.0,5,27304,27659,28001,28332,28653,28960
diadi,2021,1.7,1.9,2,19649,19927,20193,20449,20694,20928
diadi,2023,1.4,1.8,2,19649,19927,20193,20449,20694,20928
diadi,2024,1.9,2.6,2,19649,19927,20193,20449,20694,20928
diadi,2025,1.4,1.4,1,19649,19927,20193,20449,20694,20928
dilasag,2020,1.9,3.4,19,16020,16048,16072,16093,16111,16126
dilasag,2021,1.7,4.1,59,16020,16048,16072,16093,16111,16126
dilasag,2022,1.6,4.1,49,16020,16048,16072,16093,16111,16126
dilasag,2023,1.5,3.5,23,16020,16048,16072,16093,16111,16126
dilasag,2024,1.6,4.2,34,16020,16048,16072,16093,16111,16126
dilasag,2025,1.4,3.9,52,16020,16048,16072,16093,16111,16126
dimasalang,2020,2.8,4.4,2,26831,26919,26993,27053,27099,27131
dimasalang,2021,2.7,3.7,8,26831,26919,26993,27053,27099,27131
dimasalang,2022,2.5,5.0,7,26831,26919,26993,27053,27099,27131
dimasalang,2023,2.0,5.0,21,26831,26919,26993,27053,27099,27131
dimasalang,2024,2.1,3.1,7,26831,26919,26993,27053,27099,27131
dimasalang,2025,2.0,2.9,6,26831,26919,26993,27053,27099,27131
dimataling,2020,1.7,1.7,1,31541,31816,32081,32339,32588,32829
dimataling,2024,1.4,2.0,2,31541,31816,32081,32339,32588,32829
dimiao,2023,1.6,1.6,1,14438,14455,14473,14492,14513,14534
dimiao,2024,1.5,2.2,3,14438,14455,14473,14492,14513,14534
dimiao,2025,1.9,1.9,1,14438,14455,14473,14492,14513,14534
dinagat,2020,1.5,3.6,16,10645,10649,10653,10658,10662,10668
dinagat,2021,1.7,2.8,14,10645,10649,10653,10658,10662,10668
dinagat,2022,1.7,3.1,10,10645,10649,10653,10658,10662,10668
dinagat,2023,1.6,3.0,7,10645,10649,10653,10658,10662,10668
dinagat,2024,1.3,2.5,6,10645,10649,10653,10658,10662,10668
dinagat,2025,1.4,5.3,10,10645,10649,10653,10658,10662,10668
dinalungan,2020,1.7,3.9,30,11640,11682,11717,11744,11764,11776
dinalungan,2021,1.5,4.0,43,11640,11682,11717,11744,11764,11776
dinalungan,2022,1.5,3.7,41,11640,11682,11717,11744,11764,11776
dinalungan,2023,1.3,3.3,32,11640,11682,11717,11744,11764,11776
dinalungan,2024,1.6,3.6,25,11640,11682,11717,11744,11764,11776
dinalungan,2025,1.4,4.1,46,11640,11682,11717,11744,11764,11776
dinalupihan,2020,2.2,2.5,2,115505,116868,118040,119021,119750,120411
dinalupihan,2021,2.0,2.0,1,115505,116868,118040,119021,119750,120411
dinalupihan,2024,1.6,1.7,2,115505,116868,118040,119021,119750,120411
dinapigue,2020,2.0,2.9,11,5134,5150,5163,5173,5179,5181
dinapigue,2021,2.0,3.5,18,5134,5150,5163,5173,5179,5181
dinapigue,2022,1.5,5.0,31,5134,5150,5163,5173,5179,5181
dinapigue,2023,1.6,4.7,28,5134,5150,5163,5173,5179,5181
dinapigue,2024,1.5,3.8,25,5134,5150,5163,5173,5179,5181
dinapigue,2025,1.5,4.4,27,5134,5150,5163,5173,5179,5181
dinas,2022,2.0,2.0,1,36002,36070,36125,36169,36199,36218
dingalan,2020,1.7,3.7,6,27421,27774,28112,28438,28750,29047
dingalan,2021,1.5,3.0,11,27421,27774,28112,28438,28750,29047
dingalan,2022,1.5,2.6,14,27421,27774,28112,28438,28750,29047
dingalan,2023,1.5,2.0,10,27421,27774,28112,28438,28750,29047
dingalan,2024,1.2,3.0,18,27421,27774,28112,28438,28750,29047
dingalan,2025,1.2,3.2,20,27421,27774,28112,28438,28750,29047
dingle,2021,2.1,2.1,1,46727,46975,47183,47353,47483,47574
dingle,2023,2.4,2.4,1,46727,46975,47183,47353,47483,47574
dingle,2024,3.1,3.1,1,46727,46975,47183,47353,47483,47574
dingras,2020,2.1,2.7,3,39673,39850,40009,40152,40277,40386
dingras,2021,2.2,2.8,2,39673,39850,40009,40152,40277,40386
dingras,2022,2.0,2.0,3,39673,39850,40009,40152,40277,40386
dingras,2023,1.9,2.4,4,39673,39850,40009,40152,40277,40386
dingras,2024,1.4,2.9,6,39673,39850,40009,40152,40277,40386
dingras,2025,1.5,3.5,3,39673,39850,40009,40152,40277,40386
dipaculao,2020,1.4,1.9,2,31736,32081,32405,32708,32992,33254
dipaculao,2022,1.6,2.8,5,31736,32081,32405,32708,32992,33254
dipaculao,2023,1.7,2.8,4,31736,32081,32405,32708,32992,33254
dipaculao,2024,1.4,2.1,6,31736,32081,32405,32708,32992,33254
dipaculao,2025,1.4,2.0,3,31736,32081,32405,32708,32992,33254
diplahan,2020,2.8,2.8,1,33613,33772,33903,34007,34084,34133
diplahan,2025,1.6,1.6,1,33613,33772,33903,34007,34084,34133
divilacan,2020,1.6,4.0,22,6309,6430,6549,6667,6782,6896
divilacan,2021,1.9,3.9,23,6309,6430,6549,6667,6782,6896
divilacan,2022,2.0,3.3,21,6309,6430,6549,6667,6782,6896
divilacan,2023,2.1,3.5,11,6309,6430,6549,6667,6782,6896
divilacan,2024,1.5,4.1,50,6309,6430,6549,6667,6782,6896
divilacan,2025,1.5,3.8,16,6309,6430,6549,6667,6782,6896
dolores,2020,2.2,4.7,72,30040,30224,30393,30545,30682,30803
dolores,2021,2.0,3.5,24,30040,30224,30393,30545,30682,30803
dolores,2022,1.5,4.6,162,30040,30224,30393,30545,30682,30803
dolores,2023,1.9,4.5,75,30040,30224,30393,30545,30682,30803
dolores,2024,1.5,5.1,126,30040,30224,30393,30545,30682,30803
dolores,2025,1.7,4.4,66,30040,30224,30393,30545,30682,30803
don carlos,2020,2.2,2.8,3,69005,69271,69484,69646,69756,69815
don carlos,2021,2.9,4.1,2,69005,69271,69484,69646,69756,69815
don carlos,2022,2.3,2.3,1,69005,69271,69484,69646,69756,69815
don carlos,2023,1.8,2.2,2,69005,69271,69484,69646,69756,69815
don carlos,2024,2.1,3.3,2,69005,69271,69484,69646,69756,69815
don marcelino,2020,1.6,6.4,167,47121,47544,47934,48291,48616,48907
don marcelino,2021,1.6,5.2,125,47121,47544,47934,48291,48616,48907
don marcelino,2022,1.9,4.6,62,47121,47544,47934,48291,48616,48907
don marcelino,2023,1.8,4.5,92,47121,47544,47934,48291,48616,48907
don marcelino,2024,1.6,5.2,135,47121,47544,47934,48291,48616,48907
don marcelino,2025,1.5,4.0,98,47121,47544,47934,48291,48616,48907
donsol,2020,2.6,3.3,5,51858,52191,52490,52754,52985,53181
donsol,2021,2.4,4.8,7,51858,52191,52490,52754,52985,53181
donsol,2022,2.6,4.1,4,51858,52191,52490,52754,52985,53181
donsol,2023,2.2,2.5,2,51858,52191,52490,52754,52985,53181
donsol,2024,1.4,4.5,6,51858,52191,52490,52754,52985,53181
donsol,2025,1.2,4.3,9,51858,52191,52490,52754,52985,53181
doña remedios trinidad,2020,1.4,3.3,12,24913,25219,25473,25676,25828,25928
doña remedios trinidad,2021,1.5,1.5,1,24913,25219,25473,25676,25828,25928
doña remedios trinidad,2022,1.5,2.7,3,24913,25219,25473,25676,25828,25928
doña remedios trinidad,2023,1.4,2.7,4,24913,25219,25473,25676,25828,25928
doña remedios trinidad,2024,1.1,2.4,9,24913,25219,25473,25676,25828,25928
doña remedios trinidad,2025,1.5,3.3,2,24913,25219,25473,25676,25828,25928
duero,2020,1.6,2.7,5,18098,18140,18180,18220,18258,18296
duero,2021,2.0,2.4,2,18098,18140,18180,18220,18258,18296
duero,2022,2.1,2.1,1,18098,18140,18180,18220,18258,18296
duero,2023,1.7,1.7,1,18098,18140,18180,18220,18258,18296
duero,2024,1.2,1.2,1,18098,18140,18180,18220,18258,18296
dulag,2020,2.2,2.2,1,52493,53616,54761,55927,57119,58329
dulag,2023,2.1,2.2,2,52493,53616,54761,55927,57119,58329
dulag,2024,1.2,3.8,14,52493,53616,54761,55927,57119,58329
dulag,2025,1.6,2.8,8,52493,53616,54761,55927,57119,58329
dumalinao,2023,1.5,1.5,1,32471,32534,32586,32627,32657,32675
dumalinao,2024,1.3,1.3,1,32471,32534,32586,32627,32657,32675
dumalneg,2020,1.9,2.5,4,3267,3332,3397,3461,3525,3589
dumalneg,2021,2.3,2.4,2,3267,3332,3397,3461,3525,3589
dumalneg,2022,1.9,3.4,10,3267,3332,3397,3461,3525,3589
dumalneg,2023,1.5,3.8,21,3267,3332,3397,3461,3525,3589
dumalneg,2024,1.3,3.5,22,3267,3332,3397,3461,3525,3589
dumalneg,2025,1.4,4.0,16,3267,3332,3397,3461,3525,3589
dumangas,2021,2.8,2.8,1,71111,71465,71758,71991,72165,72278
dumangas,2023,2.6,2.6,1,71111,71465,71758,71991,72165,72278
dumangas,2024,1.7,2.3,4,71111,71465,71758,71991,72165,72278
dumangas,2025,1.4,2.4,7,71111,71465,71758,71991,72165,72278
dumanjug,2020,2.1,2.1,1,55569,56349,57095,57805,58481,59120
dumanjug,2025,1.8,1.8,1,55569,56349,57095,57805,58481,59120
dumarao,2025,2.4,2.4,1,48300,48753,49211,49674,50145,50620
dumingag,2020,1.4,4.3,15,48162,48254,48330,48390,48434,48460
dumingag,2021,2.0,3.6,10,48162,48254,48330,48390,48434,48460
dumingag,2022,1.8,3.1,6,48162,48254,48330,48390,48434,48460
dumingag,2023,1.6,4.2,41,48162,48254,48330,48390,48434,48460
dumingag,2024,1.5,4.0,10,48162,48254,48330,48390,48434,48460
dumingag,2025,1.2,3.3,9,48162,48254,48330,48390,48434,48460
dupax del norte,2021,1.8,1.8,1,29104,29368,29612,29837,30043,30228
dupax del norte,2022,1.7,1.9,3,29104,29368,29612,29837,30043,30228
dupax del norte,2025,3.0,3.0,1,29104,29368,29612,29837,30043,30228
dupax del sur,2021,1.7,1.7,1,19905,20023,20127,20216,20291,20352
dupax del sur,2022,1.6,1.6,1,19905,20023,20127,20216,20291,20352
dupax del sur,2023,2.0,2.0,1,19905,20023,20127,20216,20291,20352
echague,2021,1.9,1.9,1,82602,83165,83676,84136,84546,84904
echague,2025,1.6,1.6,1,82602,83165,83676,84136,84546,84904
enrile,2020,2.4,2.4,1,39101,39713,40308,40885,41447,41990
enrile,2025,2.0,2.0,1,39101,39713,40308,40885,41447,41990
enrique villanueva,2020,1.8,1.8,1,6232,6248,6261,6271,6278,6281
enrique villanueva,2022,2.1,2.1,1,6232,6248,6261,6271,6278,6281
enrique villanueva,2023,2.3,2.3,1,6232,6248,6261,6271,6278,6281
enrique villanueva,2025,1.9,2.4,2,6232,6248,6261,6271,6278,6281
esperanza,2020,1.5,3.0,42,19447,19598,19740,19873,19997,20111
esperanza,2021,2.1,2.8,18,19447,19598,19740,19873,19997,20111
esperanza,2022,1.6,2.7,24,19447,19598,19740,19873,19997,20111
esperanza,2023,1.4,3.2,30,19447,19598,19740,19873,19997,20111
esperanza,2024,1.5,5.2,93,19447,19598,19740,19873,19997,20111
esperanza,2025,1.5,4.0,72,19447,19598,19740,19873,19997,20111
estancia,2025,1.7,1.7,1,54078,55225,56348,57449,58529,59582
famy,2021,1.8,1.8,1,17832,18044,18243,18429,18601,18759
famy,2022,1.7,1.7,1,17832,18044,18243,18429,18601,18759
famy,2023,2.0,2.0,1,17832,18044,18243,18429,18601,18759
ferrol,2023,2.0,3.9,23,7096,7117,7135,7152,7166,7178
ferrol,2024,1.4,1.9,2,7096,7117,7135,7152,7166,7178
ferrol,2025,1.2,2.7,3,7096,7117,7135,7152,7166,7178
flora,2020,2.2,2.2,1,17789,17845,17892,17931,17961,17982
flora,2021,1.9,3.0,4,17789,17845,17892,17931,17961,17982
flora,2022,1.8,2.6,4,17789,17845,17892,17931,17961,17982
flora,2023,1.5,3.6,6,17789,17845,17892,17931,17961,17982
flora,2024,1.5,2.7,4,17789,17845,17892,17931,17961,17982
flora,2025,1.5,4.4,6,17789,17845,17892,17931,17961,17982
floridablanca,2022,2.0,2.0,1,139929,142494,144914,147190,149326,151312
floridablanca,2025,1.8,2.0,2,139929,142494,144914,147190,149326,151312
gainza,2021,2.6,2.6,1,12002,12137,12265,12388,12506,12617
gainza,2023,1.8,2.3,3,12002,12137,12265,12388,12506,12617
gainza,2024,2.0,2.8,2,12002,12137,12265,12388,12506,12617
galimuyod,2023,2.5,3.1,2,11353,11464,11570,11672,11770,11863
gamay,2020,2.5,2.5,1,24218,24319,24405,24477,24535,24578
gamay,2021,2.5,2.9,2,24218,24319,24405,24477,24535,24578
gamay,2022,2.2,2.9,3,24218,24319,24405,24477,24535,24578
gamay,2023,2.1,3.6,3,24218,24319,24405,24477,24535,24578
gamay,2024,2.0,3.8,8,24218,24319,24405,24477,24535,24578
gamay,2025,1.9,4.7,10,24218,24319,24405,24477,24535,24578
gamu,2021,2.6,2.6,1,30800,30923,31026,31108,31171,31214
gamu,2024,2.0,3.3,2,30800,30923,31026,31108,31171,31214
ganassi,2024,1.7,1.9,2,25614,26178,26755,27346,27951,28567
ganassi,2025,1.6,2.2,3,25614,26178,26755,27346,27951,28567
gandara,2022,2.2,2.2,1,36410,36761,37094,37410,37710,37991
gandara,2024,1.4,2.6,6,36410,36761,37094,37410,37710,37991
gandara,2025,1.5,1.5,2,36410,36761,37094,37410,37710,37991
garchitorena,2020,1.7,3.4,5,28441,28689,28922,29141,29346,29535
garchitorena,2021,2.3,4.0,5,28441,28689,28922,29141,29346,29535
garchitorena,2022,1.8,2.8,8,28441,28689,28922,29141,29346,29535
garchitorena,2023,1.5,3.3,7,28441,28689,28922,29141,29346,29535
garchitorena,2024,1.4,3.3,10,28441,28689,28922,29141,29346,29535
garchitorena,2025,1.5,4.4,8,28441,28689,28922,29141,29346,29535
garcia hernandez,2020,1.6,3.4,4,25085,25234,25371,25498,25615,25720
garcia hernandez,2021,1.5,3.2,5,25085,25234,25371,25498,25615,25720
garcia hernandez,2022,2.5,2.5,1,25085,25234,25371,25498,25615,25720
garcia hernandez,2023,2.0,2.3,2,25085,25234,25371,25498,25615,25720
garcia hernandez,2024,2.6,3.7,2,25085,25234,25371,25498,25615,25720
gasan,2021,1.8,1.8,1,36225,36521,36821,37125,37435,37748
gasan,2022,1.9,2.7,2,36225,36521,36821,37125,37435,37748
gasan,2023,1.4,3.0,8,36225,36521,36821,37125,37435,37748
gasan,2024,1.4,2.6,5,36225,36521,36821,37125,37435,37748
gasan,2025,1.7,2.1,5,36225,36521,36821,37125,37435,37748
gattaran,2020,2.5,2.5,1,58668,58959,59210,59423,59598,59733
gattaran,2021,1.8,3.4,7,58668,58959,59210,59423,59598,59733
gattaran,2023,1.8,2.9,4,58668,58959,59210,59423,59598,59733
gattaran,2024,2.1,2.1,1,58668,58959,59210,59423,59598,59733
gattaran,2025,2.2,2.2,1,58668,58959,59210,59423,59598,59733
general luna,2020,1.3,4.2,614,27579,27754,27914,28060,28191,28307
general luna,2021,1.5,4.1,544,27579,27754,27914,28060,28191,28307
general luna,2022,1.4,5.1,396,27579,27754,27914,28060,28191,28307
general luna,2023,1.3,4.8,582,27579,27754,27914,28060,28191,28307
general luna,2024,1.3,5.6,654,27579,27754,27914,28060,28191,28307
general luna,2025,1.2,6.0,1434,27579,27754,27914,28060,28191,28307
general macarthur,2020,1.7,2.8,6,17035,17592,18167,18758,19369,19996
general macarthur,2021,1.8,3.0,4,17035,17592,18167,18758,19369,19996
general macarthur,2022,2.0,5.1,11,17035,17592,18167,18758,19369,19996
general macarthur,2023,1.8,4.4,5,17035,17592,18167,18758,19369,19996
general macarthur,2024,2.1,2.9,7,17035,17592,18167,18758,19369,19996
general macarthur,2025,1.6,4.8,15,17035,17592,18167,18758,19369,19996
general mamerto natividad,2023,2.0,2.0,1,46916,48065,49241,50444,51677,52934
general mamerto natividad,2025,1.7,1.7,1,46916,48065,49241,50444,51677,52934
general nakar,2020,1.2,4.9,32,33673,34423,35156,35871,36570,37250
general nakar,2021,1.5,2.4,22,33673,34423,35156,35871,36570,37250
general nakar,2022,1.5,3.4,9,33673,34423,35156,35871,36570,37250
general nakar,2023,1.5,3.3,9,33673,34423,35156,35871,36570,37250
general nakar,2024,1.5,3.3,15,33673,34423,35156,35871,36570,37250
general nakar,2025,1.3,4.6,36,33673,34423,35156,35871,36570,37250
gerona,2020,1.4,2.6,3,91931,92727,93491,94221,94921,95585
gerona,2022,2.0,2.0,1,91931,92727,93491,94221,94921,95585
gerona,2023,2.0,3.7,2,91931,92727,93491,94221,94921,95585
gerona,2024,1.9,2.7,2,91931,92727,93491,94221,94921,95585
gerona,2025,1.9,1.9,1,91931,92727,93491,94221,94921,95585
getafe,2023,1.9,1.9,1,33528,33947,34331,34681,34997,35277
getafe,2025,1.5,1.6,2,33528,33947,34331,34681,34997,35277
gigaquit,2020,2.7,3.0,2,22824,23232,23643,24057,24476,24896
gigaquit,2021,2.1,2.9,4,22824,23232,23643,24057,24476,24896
gigaquit,2022,2.2,2.2,1,22824,23232,23643,24057,24476,24896
gigaquit,2023,1.6,3.3,4,22824,23232,23643,24057,24476,24896
gigaquit,2024,1.7,3.0,3,22824,23232,23643,24057,24476,24896
gigaquit,2025,1.5,2.7,10,22824,23232,23643,24057,24476,24896
gigmoto,2020,2.1,3.3,11,8586,8618,8646,8670,8690,8706
gigmoto,2021,2.0,3.4,13,8586,8618,8646,8670,8690,8706
gigmoto,2022,2.2,4.2,13,8586,8618,8646,8670,8690,8706
gigmoto,2023,2.0,6.2,41,8586,8618,8646,8670,8690,8706
gigmoto,2024,1.7,5.1,37,8586,8618,8646,8670,8690,8706
gigmoto,2025,1.8,3.4,14,8586,8618,8646,8670,8690,8706
giporlos,2020,2.7,3.1,3,14526,14787,15053,15323,15598,15877
giporlos,2021,1.8,2.9,3,14526,14787,15053,15323,15598,15877
giporlos,2022,2.4,4.7,4,14526,14787,15053,15323,15598,15877
giporlos,2023,1.9,2.6,4,14526,14787,15053,15323,15598,15877
giporlos,2024,1.7,3.8,7,14526,14787,15053,15323,15598,15877
giporlos,2025,2.1,4.5,7,14526,14787,15053,15323,15598,15877
gitagum,2020,1.6,2.7,3,16942,17012,17067,17106,17130,17138
gitagum,2022,1.7,3.7,2,16942,17012,17067,17106,17130,17138
gitagum,2023,3.0,3.0,2,16942,17012,17067,17106,17130,17138
gitagum,2024,2.4,4.0,12,16942,17012,17067,17106,17130,17138
gitagum,2025,1.6,2.3,4,16942,17012,17067,17106,17130,17138
glan,2020,1.5,6.1,68,128909,130862,132746,134556,136302,137970
glan,2021,1.8,4.4,24,128909,130862,132746,134556,136302,137970
glan,2022,2.0,2.9,7,128909,130862,132746,134556,136302,137970
glan,2023,1.4,5.0,107,128909,130862,132746,134556,136302,137970
glan,2024,1.4,4.6,74,128909,130862,132746,134556,136302,137970
glan,2025,1.6,2.9,27,128909,130862,132746,134556,136302,137970
gloria,2021,2.0,3.1,2,47973,48472,48942,49381,49791,50170
gloria,2022,2.5,2.5,2,47973,48472,48942,49381,49791,50170
gloria,2023,2.0,2.2,3,47973,48472,48942,49381,49791,50170
gloria,2025,1.4,1.7,7,47973,48472,48942,49381,49791,50170
godod,2022,1.6,2.6,4,17728,17770,17804,17831,17850,17863
godod,2023,1.4,2.4,7,17728,17770,17804,17831,17850,17863
godod,2024,1.3,2.0,4,17728,17770,17804,17831,17850,17863
godod,2025,1.4,3.1,7,17728,17770,17804,17831,17850,17863
gonzaga,2020,1.7,3.7,23,41497,41956,42391,42804,43194,43559
gonzaga,2021,2.1,3.6,12,41497,41956,42391,42804,43194,43559
gonzaga,2022,1.5,3.6,18,41497,41956,42391,42804,43194,43559
gonzaga,2023,1.6,4.5,26,41497,41956,42391,42804,43194,43559
gonzaga,2024,1.7,2.5,10,41497,41956,42391,42804,43194,43559
gonzaga,2025,1.4,3.5,15,41497,41956,42391,42804,43194,43559
governor generoso,2020,1.4,6.6,615,59844,60699,61520,62304,63056,63771
