city,year_x,min_mag,max_mag,frequency,july2020,july2021,july2022,july2023,july2024,july2025
capoocan,2022,1.6,4.3,34,37125,37881,38650,39434,40234,41046
capoocan,2023,1.6,4.6,39,37125,37881,38650,39434,40234,41046
capoocan,2024,1.5,3.9,36,37125,37881,38650,39434,40234,41046
capoocan,2025,1.5,3.3,45,37125,37881,38650,39434,40234,41046
capul,2020,1.5,1.9,4,13014,13059,13096,13125,13146,13159
caraga,2020,2.0,3.7,52,43844,44470,45070,45644,46194,46716
caraga,2021,1.6,4.6,35,43844,44470,45070,45644,46194,46716
caraga,2022,1.8,4.6,37,43844,44470,45070,45644,46194,46716
caraga,2023,1.5,3.7,50,43844,44470,45070,45644,46194,46716
caraga,2024,1.6,3.8,54,43844,44470,45070,45644,46194,46716
caraga,2025,1.4,5.1,70,43844,44470,45070,45644,46194,46716
caramoan,2020,2.2,3.3,5,49680,50023,50338,50627,50889,51123
caramoan,2021,1.9,3.0,6,49680,50023,50338,50627,50889,51123
caramoan,2022,1.7,2.7,4,49680,50023,50338,50627,50889,51123
caramoan,2023,1.7,1.9,4,49680,50023,50338,50627,50889,51123
caramoan,2024,1.5,4.3,9,49680,50023,50338,50627,50889,51123
caramoan,2025,1.7,2.6,4,49680,50023,50338,50627,50889,51123
caramoran,2020,2.0,2.0,1,31540,31803,32052,32288,32512,32721
caramoran,2021,2.4,2.4,1,31540,31803,32052,32288,32512,32721
caramoran,2022,2.1,3.3,3,31540,31803,32052,32288,32512,32721
caramoran,2023,1.8,4.1,3,31540,31803,32052,32288,32512,32721
caramoran,2024,1.5,3.8,3,31540,31803,32052,32288,32512,32721
caramoran,2025,1.5,2.6,8,31540,31803,32052,32288,32512,32721
carasi,2020,1.3,4.3,26,1644,1658,1672,1684,1696,1708
carasi,2021,1.5,3.7,13,1644,1658,1672,1684,1696,1708
carasi,2022,1.3,4.5,32,1644,1658,1672,1684,1696,1708
carasi,2023,1.5,3.2,23,1644,1658,1672,1684,1696,1708
carasi,2024,1.5,3.5,36,1644,1658,1672,1684,1696,1708
carasi,2025,1.4,3.8,25,1644,1658,1672,1684,1696,1708
cardona,2021,1.9,1.9,1,49708,49814,49909,49995,50070,50135
carigara,2020,2.4,2.4,1,54599,55283,55974,56672,57379,58090
carigara,2024,1.7,1.7,1,54599,55283,55974,56672,57379,58090
carigara,2025,2.4,2.4,1,54599,55283,55974,56672,57379,58090
carmen,2020,1.4,2.9,108,48431,48781,49104,49400,49669,49911
carmen,2021,1.7,3.1,174,48431,48781,49104,49400,49669,49911
carmen,2022,1.8,3.4,102,48431,48781,49104,49400,49669,49911
carmen,2023,1.5,3.1,132,48431,48781,49104,49400,49669,49911
carmen,2024,1.3,3.5,168,48431,48781,49104,49400,49669,49911
carmen,2025,1.4,2.7,162,48431,48781,49104,49400,49669,49911
carranglan,2021,1.7,4.7,10,45311,46212,47129,48064,49018,49986
carranglan,2022,1.8,1.8,1,45311,46212,47129,48064,49018,49986
carranglan,2023,1.7,3.0,3,45311,46212,47129,48064,49018,49986
carranglan,2025,1.8,1.8,1,45311,46212,47129,48064,49018,49986
carrascal,2020,1.7,3.4,22,28715,29936,31143,32335,33515,34677
carrascal,2021,1.8,4.1,28,28715,29936,31143,32335,33515,34677
carrascal,2022,1.4,3.4,18,28715,29936,31143,32335,33515,34677
carrascal,2023,1.4,3.3,32,28715,29936,31143,32335,33515,34677
carrascal,2024,1.5,4.3,27,28715,29936,31143,32335,33515,34677
carrascal,2025,1.4,3.7,24,28715,29936,31143,32335,33515,34677
casiguran,2020,1.4,3.9,64,24761,24819,24866,24902,24928,24942
casiguran,2021,1.4,3.5,90,24761,24819,24866,24902,24928,24942
casiguran,2022,1.5,3.9,94,24761,24819,24866,24902,24928,24942
casiguran,2023,1.5,4.1,94,24761,24819,24866,24902,24928,24942
casiguran,2024,1.3,4.0,88,24761,24819,24866,24902,24928,24942
casiguran,2025,1.6,4.0,70,24761,24819,24866,24902,24928,24942
castilla,2020,2.1,2.1,1,62819,63742,64635,65497,66331,67132
castilla,2021,1.7,1.7,1,62819,63742,64635,65497,66331,67132
castilla,2022,2.3,2.3,1,62819,63742,64635,65497,66331,67132
castilla,2023,1.6,1.6,1,62819,63742,64635,65497,66331,67132
castilla,2024,1.2,2.1,6,62819,63742,64635,65497,66331,67132
castillejos,2020,1.8,2.6,8,84174,87970,91725,95439,99121,102752
castillejos,2021,1.9,2.0,2,84174,87970,91725,95439,99121,102752
castillejos,2022,1.8,2.6,4,84174,87970,91725,95439,99121,102752
castillejos,2023,2.0,3.0,2,84174,87970,91725,95439,99121,102752
castillejos,2024,1.6,2.8,2,84174,87970,91725,95439,99121,102752
castillejos,2025,1.2,2.2,2,84174,87970,91725,95439,99121,102752
cataingan,2020,1.7,6.6,383,51397,51534,51644,51727,51782,51811
cataingan,2021,1.8,4.0,19,51397,51534,51644,51727,51782,51811
cataingan,2022,2.6,3.3,3,51397,51534,51644,51727,51782,51811
cataingan,2024,2.4,2.6,3,51397,51534,51644,51727,51782,51811
cataingan,2025,1.9,2.4,5,51397,51534,51644,51727,51782,51811
catanauan,2020,1.9,1.9,1,76332,77260,78144,78982,79778,80526
catanauan,2021,2.0,2.2,2,76332,77260,78144,78982,79778,80526
catanauan,2023,2.1,3.8,5,76332,77260,78144,78982,79778,80526
catanauan,2024,1.6,3.8,5,76332,77260,78144,78982,79778,80526
catarman,2020,1.5,3.1,12,17172,17223,17266,17299,17326,17343
catarman,2021,2.0,5.0,15,17172,17223,17266,17299,17326,17343
catarman,2022,1.9,4.0,7,17172,17223,17266,17299,17326,17343
catarman,2023,1.9,2.8,7,17172,17223,17266,17299,17326,17343
catarman,2024,1.5,3.1,13,17172,17223,17266,17299,17326,17343
catarman,2025,1.4,2.7,15,17172,17223,17266,17299,17326,17343
cateel,2020,1.5,4.2,81,42726,43041,43324,43576,43796,43984
cateel,2021,1.7,4.8,48,42726,43041,43324,43576,43796,43984
cateel,2022,1.7,3.7,34,42726,43041,43324,43576,43796,43984
cateel,2023,1.5,3.7,45,42726,43041,43324,43576,43796,43984
cateel,2024,1.3,4.7,161,42726,43041,43324,43576,43796,43984
cateel,2025,1.3,5.0,155,42726,43041,43324,43576,43796,43984
catigbian,2020,1.8,3.2,12,22791,22819,22848,22878,22910,22943
catigbian,2021,1.8,4.2,8,22791,22819,22848,22878,22910,22943
catigbian,2022,2.1,2.9,8,22791,22819,22848,22878,22910,22943
catigbian,2023,1.5,2.8,6,22791,22819,22848,22878,22910,22943
catigbian,2024,1.8,3.1,5,22791,22819,22848,22878,22910,22943
catigbian,2025,1.4,2.5,5,22791,22819,22848,22878,22910,22943
catmon,2021,1.7,2.7,2,32517,32863,33186,33485,33761,34013
catmon,2022,1.8,1.8,1,32517,32863,33186,33485,33761,34013
catmon,2024,1.8,2.0,2,32517,32863,33186,33485,33761,34013
catmon,2025,1.6,2.7,8,32517,32863,33186,33485,33761,34013
catubig,2021,2.5,2.5,1,33999,34137,34255,34352,34429,34485
catubig,2022,2.6,3.0,2,33999,34137,34255,34352,34429,34485
catubig,2024,2.1,2.1,1,33999,34137,34255,34352,34429,34485
catubig,2025,2.1,2.1,1,33999,34137,34255,34352,34429,34485
cauayan,2020,1.6,3.9,32,105601,106177,106710,107201,107651,108057
cauayan,2021,1.7,3.0,26,105601,106177,106710,107201,107651,108057
cauayan,2022,1.7,3.5,18,105601,106177,106710,107201,107651,108057
cauayan,2023,1.6,3.7,11,105601,106177,106710,107201,107651,108057
cauayan,2024,1.6,3.1,18,105601,106177,106710,107201,107651,108057
cauayan,2025,1.4,2.7,14,105601,106177,106710,107201,107651,108057
cavinti,2020,2.1,2.1,1,22356,22465,22565,22657,22742,22818
cawayan,2024,1.7,1.7,1,69839,70310,70745,71146,71513,71845
cawayan,2025,1.5,1.5,1,69839,70310,70745,71146,71513,71845
cervantes,2020,2.1,2.1,2,17623,17683,17734,17778,17813,17840
cervantes,2021,2.1,2.6,2,17623,17683,17734,17778,17813,17840
cervantes,2022,1.4,2.9,15,17623,17683,17734,17778,17813,17840
cervantes,2023,2.2,2.7,2,17623,17683,17734,17778,17813,17840
cervantes,2024,4.7,4.7,1,17623,17683,17734,17778,17813,17840
cervantes,2025,1.9,2.2,6,17623,17683,17734,17778,17813,17840
city of alaminos,2020,2.1,3.6,3,93657,94312,94918,95473,95980,96436
city of alaminos,2021,1.8,3.7,8,93657,94312,94918,95473,95980,96436
city of alaminos,2022,1.6,2.8,7,93657,94312,94918,95473,95980,96436
city of alaminos,2023,1.6,2.9,11,93657,94312,94918,95473,95980,96436
city of alaminos,2024,1.9,2.4,3,93657,94312,94918,95473,95980,96436
city of alaminos,2025,1.9,2.5,3,93657,94312,94918,95473,95980,96436
city of antipolo,2021,2.3,2.3,1,847642,857793,866490,873730,879528,883851
city of antipolo,2022,1.6,1.6,1,847642,857793,866490,873730,879528,883851
city of bago,2020,1.7,1.7,1,175879,176665,177378,178019,178590,179086
city of bago,2024,2.4,2.4,1,175879,176665,177378,178019,178590,179086
city of bago,2025,1.9,2.5,4,175879,176665,177378,178019,178590,179086
city of bais,2020,2.9,2.9,1,77840,78058,78243,78395,78514,78601
city of bais,2021,1.9,2.7,2,77840,78058,78243,78395,78514,78601
city of bais,2024,1.7,2.4,6,77840,78058,78243,78395,78514,78601
city of bais,2025,4.1,4.1,1,77840,78058,78243,78395,78514,78601
city of batac,2021,2.3,2.3,1,56248,56389,56504,56595,56661,56702
city of batac,2022,1.8,3.6,5,56248,56389,56504,56595,56661,56702
city of batac,2023,2.2,2.3,4,56248,56389,56504,56595,56661,56702
city of batac,2024,1.8,3.6,4,56248,56389,56504,56595,56661,56702
city of batac,2025,2.1,3.0,3,56248,56389,56504,56595,56661,56702
city of baybay,2020,2.4,2.4,1,114541,115604,116673,117748,118832,119919
city of baybay,2021,1.7,2.8,2,114541,115604,116673,117748,118832,119919
city of baybay,2023,2.1,2.1,1,114541,115604,116673,117748,118832,119919
city of baybay,2024,1.7,2.2,3,114541,115604,116673,117748,118832,119919
city of baybay,2025,1.7,1.7,1,114541,115604,116673,117748,118832,119919
city of bayugan,2020,2.0,2.7,4,105424,105699,105913,106066,106158,106189
city of bayugan,2021,1.6,3.7,25,105424,105699,105913,106066,106158,106189
city of bayugan,2022,1.6,2.9,12,105424,105699,105913,106066,106158,106189
city of bayugan,2023,1.5,3.4,18,105424,105699,105913,106066,106158,106189
city of bayugan,2024,1.3,3.8,13,105424,105699,105913,106066,106158,106189
city of bayugan,2025,2.0,3.2,12,105424,105699,105913,106066,106158,106189
city of bislig,2020,1.9,2.0,2,93924,93800,93676,93553,93429,93307
city of bislig,2021,1.9,2.7,11,93924,93800,93676,93553,93429,93307
city of bislig,2022,1.8,3.8,20,93924,93800,93676,93553,93429,93307
city of bislig,2023,1.2,3.9,28,93924,93800,93676,93553,93429,93307
city of bislig,2024,1.3,3.6,65,93924,93800,93676,93553,93429,93307
city of bislig,2025,1.3,3.4,32,93924,93800,93676,93553,93429,93307
city of bogo,2020,2.0,2.0,1,86370,87915,89416,90873,92288,93656
city of bogo,2021,2.3,2.5,2,86370,87915,89416,90873,92288,93656
city of bogo,2024,1.7,2.7,2,86370,87915,89416,90873,92288,93656
city of bogo,2025,1.0,6.9,3237,86370,87915,89416,90873,92288,93656
city of cabadbaran,2021,2.0,2.7,6,77226,77792,78304,78760,79163,79510
city of cabadbaran,2022,2.2,3.3,4,77226,77792,78304,78760,79163,79510
city of cabadbaran,2023,1.5,3.9,13,77226,77792,78304,78760,79163,79510
city of cabadbaran,2024,1.9,2.6,5,77226,77792,78304,78760,79163,79510
city of cabadbaran,2025,1.5,3.2,5,77226,77792,78304,78760,79163,79510
city of cadiz,2021,1.8,2.5,3,157438,157795,158085,158308,158464,158552
city of cadiz,2022,2.0,2.0,1,157438,157795,158085,158308,158464,158552
city of cadiz,2023,1.9,2.7,3,157438,157795,158085,158308,158464,158552
city of cadiz,2024,2.4,2.4,1,157438,157795,158085,158308,158464,158552
city of cadiz,2025,1.6,2.8,2,157438,157795,158085,158308,158464,158552
city of calamba,2024,1.1,1.1,1,509293,518853,527883,536380,544370,551805
city of candon,2020,2.3,2.8,8,62567,62880,63164,63421,63651,63852
city of candon,2021,1.8,3.8,40,62567,62880,63164,63421,63651,63852
city of candon,2022,1.7,5.1,35,62567,62880,63164,63421,63651,63852
city of candon,2023,1.8,3.5,22,62567,62880,63164,63421,63651,63852
city of candon,2024,1.7,4.8,24,62567,62880,63164,63421,63651,63852
city of candon,2025,1.6,3.6,17,62567,62880,63164,63421,63651,63852
city of canlaon,2021,1.5,2.8,10,57113,57582,58029,58456,58864,59250
city of canlaon,2022,1.6,2.9,5,57113,57582,58029,58456,58864,59250
city of canlaon,2023,2.1,4.2,7,57113,57582,58029,58456,58864,59250
city of canlaon,2024,1.3,3.7,59,57113,57582,58029,58456,58864,59250
city of canlaon,2025,1.0,3.7,70,57113,57582,58029,58456,58864,59250
city of carcar,2020,1.8,2.7,2,132032,134339,136576,138743,140846,142873
city of carcar,2023,1.8,1.8,1,132032,134339,136576,138743,140846,142873
city of carcar,2024,1.7,1.7,1,132032,134339,136576,138743,140846,142873
city of carcar,2025,1.6,1.6,1,132032,134339,136576,138743,140846,142873
city of cauayan,2021,2.7,2.7,1,135226,136139,136967,137711,138374,138950
city of cauayan,2023,1.5,2.1,2,135226,136139,136967,137711,138374,138950
city of cauayan,2024,1.8,1.8,1,135226,136139,136967,137711,138374,138950
city of el salvador,2021,1.8,3.1,3,54737,55545,56316,57047,57742,58397
city of el salvador,2022,2.5,2.7,2,54737,55545,56316,57047,57742,58397
city of el salvador,2025,1.7,2.2,3,54737,55545,56316,57047,57742,58397
city of escalante,2025,2.3,3.4,6,96840,97288,97696,98064,98394,98683
city of guihulngan,2020,2.0,3.2,5,97467,97649,97789,97887,97944,97959
city of guihulngan,2021,1.7,3.2,14,97467,97649,97789,97887,97944,97959
city of guihulngan,2022,1.5,2.8,12,97467,97649,97789,97887,97944,97959
city of guihulngan,2023,1.7,3.1,12,97467,97649,97789,97887,97944,97959
city of guihulngan,2024,1.4,3.1,4,97467,97649,97789,97887,97944,97959
city of guihulngan,2025,2.0,3.1,4,97467,97649,97789,97887,97944,97959
city of himamaylan,2022,2.1,2.8,2,108855,109122,109343,109517,109645,109727
city of himamaylan,2023,2.0,2.2,2,108855,109122,109343,109517,109645,109727
city of isabela,2023,1.5,1.5,1,127728,130380,132907,135305,137579,139720
city of kabankalan,2020,2.8,2.8,1,193314,195447,197520,199534,201494,203389
city of kabankalan,2021,2.6,2.6,1,193314,195447,197520,199534,201494,203389
city of kabankalan,2023,1.7,2.2,3,193314,195447,197520,199534,201494,203389
city of kabankalan,2024,2.1,2.1,1,193314,195447,197520,199534,201494,203389
city of kabankalan,2025,1.8,1.9,2,193314,195447,197520,199534,201494,203389
city of la carlota,2020,1.5,2.1,2,65692,65859,65999,66111,66195,66250
city of la carlota,2021,1.9,3.2,3,65692,65859,65999,66111,66195,66250
city of la carlota,2022,2.0,2.0,1,65692,65859,65999,66111,66195,66250
city of la carlota,2024,1.4,1.4,1,65692,65859,65999,66111,66195,66250
city of la carlota,2025,1.8,3.0,4,65692,65859,65999,66111,66195,66250
city of lamitan,2021,2.7,2.7,1,79539,80501,81465,82432,83402,84373
city of lamitan,2023,2.0,2.0,1,79539,80501,81465,82432,83402,84373
city of ligao,2021,3.1,3.1,1,117823,118918,119942,120897,121783,122596
city of ligao,2022,2.9,2.9,1,117823,118918,119942,120897,121783,122596
city of ligao,2024,2.1,2.1,1,117823,118918,119942,120897,121783,122596
city of naga,2021,2.9,2.9,1,130351,133178,135957,138688,141379,144016
city of naga,2022,2.6,2.6,1,130351,133178,135957,138688,141379,144016
city of naga,2023,1.7,1.7,1,130351,133178,135957,138688,141379,144016
city of panabo,2020,2.6,2.6,1,189127,189814,190419,190939,191377,191729
city of panabo,2021,2.0,3.7,15,189127,189814,190419,190939,191377,191729
city of panabo,2022,1.9,4.0,10,189127,189814,190419,190939,191377,191729
city of panabo,2023,1.6,3.2,9,189127,189814,190419,190939,191377,191729
city of panabo,2024,1.7,4.0,23,189127,189814,190419,190939,191377,191729
city of panabo,2025,1.8,3.1,13,189127,189814,190419,190939,191377,191729
city of pasig,2021,1.1,1.1,1,836915,852178,866963,881253,895047,908251
city of passi,2021,2.4,2.9,2,82746,83131,83445,83688,83863,83966
city of passi,2023,2.1,2.6,4,82746,83131,83445,83688,83863,83966
city of passi,2024,1.5,1.8,2,82746,83131,83445,83688,83863,83966
city of passi,2025,1.5,1.5,1,82746,83131,83445,83688,83863,83966
city of sagay,2021,2.0,2.0,1,149187,149598,149945,150229,150451,150608
city of sagay,2025,1.7,2.1,2,149187,149598,149945,150229,150451,150608
city of san carlos,2020,3.0,3.0,1,134689,134959,135172,135327,135425,135464
city of san carlos,2021,2.1,3.8,2,134689,134959,135172,135327,135425,135464
city of san carlos,2022,2.0,2.8,2,134689,134959,135172,135327,135425,135464
city of san carlos,2023,1.7,1.7,1,134689,134959,135172,135327,135425,135464
city of san carlos,2024,2.4,2.9,2,134689,134959,135172,135327,135425,135464
city of san carlos,2025,1.8,1.8,1,134689,134959,135172,135327,135425,135464
city of santa rosa,2022,3.2,3.2,1,415509,426536,437051,447052,456568,465544
city of santiago,2021,1.9,3.3,3,138649,139158,139576,139904,140141,140287
city of silay,2020,1.8,2.6,4,130606,131198,131736,132220,132652,133029
city of silay,2021,2.1,2.4,4,130606,131198,131736,132220,132652,133029
city of silay,2022,1.7,2.4,4,130606,131198,131736,132220,132652,133029
city of silay,2023,2.2,2.2,1,130606,131198,131736,132220,132652,133029
city of silay,2024,2.3,2.9,2,130606,131198,131736,132220,132652,133029
city of silay,2025,1.0,2.2,5,130606,131198,131736,132220,132652,133029
city of sipalay,2020,1.8,3.6,44,71491,71692,71863,72003,72113,72193
city of sipalay,2021,1.5,4.6,170,71491,71692,71863,72003,72113,72193
city of sipalay,2022,1.8,4.1,61,71491,71692,71863,72003,72113,72193
city of sipalay,2023,1.5,4.7,79,71491,71692,71863,72003,72113,72193
city of sipalay,2024,1.4,4.3,134,71491,71692,71863,72003,72113,72193
city of sipalay,2025,1.4,5.1,120,71491,71692,71863,72003,72113,72193
city of tabaco,2025,2.0,2.0,1,142639,144179,145639,147019,148320,149538
city of tacurong,2020,2.1,2.1,1,104368,105443,106461,107424,108334,109186
city of tacurong,2021,2.3,2.3,1,104368,105443,106461,107424,108334,109186
city of tacurong,2024,2.1,2.1,1,104368,105443,106461,107424,108334,109186
city of talisay,2021,2.0,2.4,10,105040,105488,105894,106255,106575,106850
city of talisay,2023,1.6,2.1,4,105040,105488,105894,106255,106575,106850
city of talisay,2024,1.6,2.4,6,105040,105488,105894,106255,106575,106850
city of talisay,2025,1.9,2.1,8,105040,105488,105894,106255,106575,106850
city of tanjay,2022,4.0,4.0,1,81781,81933,82049,82129,82175,82186
city of valencia,2021,2.3,2.4,3,200615,201736,202711,203538,204221,204756
city of valencia,2023,1.7,2.6,3,200615,201736,202711,203538,204221,204756
city of valencia,2024,2.1,3.2,3,200615,201736,202711,203538,204221,204756
city of valencia,2025,2.0,2.0,1,200615,201736,202711,203538,204221,204756
city of victorias,2020,2.4,2.7,2,89787,90054,90283,90474,90627,90742
city of victorias,2022,1.7,2.3,3,89787,90054,90283,90474,90627,90742
city of victorias,2023,1.7,3.0,3,89787,90054,90283,90474,90627,90742
city of victorias,2024,1.3,1.8,2,89787,90054,90283,90474,90627,90742
city of victorias,2025,1.3,3.0,5,89787,90054,90283,90474,90627,90742
clarin,2020,1.8,1.8,2,20405,20430,20455,20482,20511,20541
clarin,2021,2.1,2.6,4,20405,20430,20455,20482,20511,20541
clarin,2023,2.5,3.2,4,20405,20430,20455,20482,20511,20541
clarin,2025,1.6,2.0,4,20405,20430,20455,20482,20511,20541
claver,2020,1.6,3.9,22,44013,46739,49614,52637,55819,59140
claver,2021,1.5,3.7,16,44013,46739,49614,52637,55819,59140
claver,2022,1.5,3.3,17,44013,46739,49614,52637,55819,59140
claver,2023,1.5,4.0,16,44013,46739,49614,52637,55819,59140
claver,2024,1.5,4.1,15,44013,46739,49614,52637,55819,59140
claver,2025,1.4,3.8,16,44013,46739,49614,52637,55819,59140
claveria,2020,1.3,4.9,171,30765,30874,30962,31030,31077,31102
claveria,2021,1.9,4.8,84,30765,30874,30962,31030,31077,31102
claveria,2022,1.4,4.0,123,30765,30874,30962,31030,31077,31102
claveria,2023,1.4,4.4,138,30765,30874,30962,31030,31077,31102
claveria,2024,1.2,4.3,300,30765,30874,30962,31030,31077,31102
claveria,2025,1.3,4.9,237,30765,30874,30962,31030,31077,31102
columbio,2020,1.6,4.5,230,38585,39690,40802,41920,43049,44180
columbio,2021,1.7,4.8,36,38585,39690,40802,41920,43049,44180
columbio,2022,1.7,3.7,15,38585,39690,40802,41920,43049,44180
columbio,2023,1.7,2.8,7,38585,39690,40802,41920,43049,44180
columbio,2024,1.7,2.8,13,38585,39690,40802,41920,43049,44180
columbio,2025,1.9,2.4,6,38585,39690,40802,41920,43049,44180
compostela,2020,2.1,3.2,16,52888,53723,54496,55210,55864,56456
compostela,2021,1.6,3.1,26,52888,53723,54496,55210,55864,56456
compostela,2022,1.9,2.8,12,52888,53723,54496,55210,55864,56456
compostela,2023,1.4,6.0,204,52888,53723,54496,55210,55864,56456
compostela,2024,1.4,3.4,80,52888,53723,54496,55210,55864,56456
compostela,2025,1.3,3.2,40,52888,53723,54496,55210,55864,56456
concepcion,2020,1.9,3.8,20,169002,171507,173845,176014,178023,179856
concepcion,2022,1.8,2.8,12,169002,171507,173845,176014,178023,179856
concepcion,2023,1.4,2.8,36,169002,171507,173845,176014,178023,179856
concepcion,2024,1.9,2.6,16,169002,171507,173845,176014,178023,179856
concepcion,2025,1.4,3.9,24,169002,171507,173845,176014,178023,179856
conner,2020,1.6,2.1,3,26760,26867,26961,27042,27111,27166
conner,2021,1.8,3.6,10,26760,26867,26961,27042,27111,27166
conner,2022,1.5,2.7,7,26760,26867,26961,27042,27111,27166
conner,2023,1.4,2.3,5,26760,26867,26961,27042,27111,27166
conner,2024,1.5,2.8,9,26760,26867,26961,27042,27111,27166
conner,2025,1.6,2.5,5,26760,26867,26961,27042,27111,27166
consolacion,2025,2.4,2.4,1,157349,162192,166900,171472,175920,180219
corcuera,2021,1.5,3.8,3,10586,10639,10688,10735,10779,10820
corcuera,2022,1.9,2.4,3,10586,10639,10688,10735,10779,10820
corcuera,2023,1.8,2.3,3,10586,10639,10688,10735,10779,10820
corcuera,2024,2.0,2.0,1,10586,10639,10688,10735,10779,10820
corcuera,2025,1.8,1.8,1,10586,10639,10688,10735,10779,10820
cordon,2020,1.5,1.5,1,44474,44705,44907,45081,45227,45344
cordon,2021,2.5,4.2,3,44474,44705,44907,45081,45227,45344
cordon,2022,2.0,2.0,1,44474,44705,44907,45081,45227,45344
cordon,2025,1.5,2.0,2,44474,44705,44907,45081,45227,45344
cordova,2025,1.3,1.3,1,69032,70712,72321,73858,75328,76721
corella,2023,1.8,1.8,1,9106,9209,9302,9388,9465,9533
corella,2024,1.5,1.5,1,9106,9209,9302,9388,9465,9533
corella,2025,2.3,2.3,1,9106,9209,9302,9388,9465,9533
coron,2020,1.5,2.8,3,59574,61062,62516,63939,65333,66690
coron,2021,1.5,2.9,14,59574,61062,62516,63939,65333,66690
coron,2022,1.5,2.8,15,59574,61062,62516,63939,65333,66690
coron,2023,2.0,3.7,5,59574,61062,62516,63939,65333,66690
coron,2024,1.5,4.1,18,59574,61062,62516,63939,65333,66690
coron,2025,1.5,2.8,15,59574,61062,62516,63939,65333,66690
cortes,2020,1.4,5.0,460,18297,18515,18716,18899,19064,19210
cortes,2021,1.5,4.5,370,18297,18515,18716,18899,19064,19210
cortes,2022,1.5,5.3,442,18297,18515,18716,18899,19064,19210
cortes,2023,1.4,4.6,654,18297,18515,18716,18899,19064,19210
cortes,2024,1.4,4.3,608,18297,18515,18716,18899,19064,19210
cortes,2025,1.3,4.0,516,18297,18515,18716,18899,19064,19210
cotabato city,2020,2.0,6.4,4,309498,311264,312921,314470,315905,317226
cuenca,2020,1.4,3.8,24,34188,34458,34722,34982,35238,35487
cuenca,2025,1.7,1.7,1,34188,34458,34722,34982,35238,35487
culaba,2020,1.8,2.3,2,12555,12583,12605,12620,12628,12631
culaba,2025,1.6,3.0,2,12555,12583,12605,12620,12628,12631
culasi,2023,2.7,3.0,2,42904,43176,43424,43650,43852,44030
culasi,2024,2.4,3.4,4,42904,43176,43424,43650,43852,44030
culasi,2025,3.1,3.3,2,42904,43176,43424,43650,43852,44030
currimao,2020,1.9,3.7,16,12419,12451,12477,12498,12513,12523
currimao,2021,1.9,3.5,21,12419,12451,12477,12498,12513,12523
currimao,2022,1.7,4.0,37,12419,12451,12477,12498,12513,12523
currimao,2023,1.6,3.6,32,12419,12451,12477,12498,12513,12523
currimao,2024,1.5,4.8,33,12419,12451,12477,12498,12513,12523
currimao,2025,1.5,4.8,30,12419,12451,12477,12498,12513,12523
cuyapo,2020,2.7,2.7,1,70866,72113,73379,74667,75979,77309
cuyapo,2023,2.0,3.1,5,70866,72113,73379,74667,75979,77309
cuyapo,2024,1.8,1.8,1,70866,72113,73379,74667,75979,77309
cuyapo,2025,1.9,3.1,4,70866,72113,73379,74667,75979,77309
cuyo,2025,2.3,2.3,1,23974,24226,24453,24657,24837,24992
daanbantayan,2025,1.4,3.1,9,94118,95961,97762,99520,101241,102914
dagami,2024,2.3,2.9,3,38470,39182,39906,40641,41391,42150
dagohoy,2020,1.5,2.7,5,19375,19417,19457,19497,19536,19575
dagohoy,2021,1.7,3.0,7,19375,19417,19457,19497,19536,19575
dagohoy,2022,2.0,2.0,1,19375,19417,19457,19497,19536,19575
dagohoy,2023,1.4,2.0,2,19375,19417,19457,19497,19536,19575
dagohoy,2024,1.3,2.5,6,19375,19417,19457,19497,19536,19575
dagohoy,2025,2.2,2.3,2,19375,19417,19457,19497,19536,19575
daguioman,2020,2.0,3.4,3,2259,2293,2328,2361,2395,2428
daguioman,2021,2.1,3.3,4,2259,2293,2328,2361,2395,2428
daguioman,2022,1.5,2.4,24,2259,2293,2328,2361,2395,2428
daguioman,2023,1.8,2.4,5,2259,2293,2328,2361,2395,2428
daguioman,2024,1.9,2.9,3,2259,2293,2328,2361,2395,2428
daguioman,2025,1.9,1.9,1,2259,2293,2328,2361,2395,2428
dalaguete,2020,1.5,2.8,11,71489,72140,72737,73281,73772,74207
dalaguete,2021,1.9,2.6,4,71489,72140,72737,73281,73772,74207
dalaguete,2022,1.8,3.8,6,71489,72140,72737,73281,73772,74207
dalaguete,2023,1.4,2.3,4,71489,72140,72737,73281,73772,74207
dalaguete,2024,1.7,1.9,4,71489,72140,72737,73281,73772,74207
dalaguete,2025,2.1,2.3,2,71489,72140,72737,73281,73772,74207
damulog,2020,2.1,2.3,3,34915,35848,36780,37710,38641,39568
damulog,2022,2.1,2.9,2,34915,35848,36780,37710,38641,39568
damulog,2023,2.0,2.6,5,34915,35848,36780,37710,38641,39568
damulog,2024,1.4,3.6,9,34915,35848,36780,37710,38641,39568
damulog,2025,2.0,3.5,6,34915,35848,36780,37710,38641,39568
danao,2020,1.3,3.7,22,17982,18003,18026,18050,18075,18101
danao,2021,1.7,3.6,17,17982,18003,18026,18050,18075,18101
danao,2022,1.4,2.6,15,17982,18003,18026,18050,18075,18101
danao,2023,1.5,3.5,7,17982,18003,18026,18050,18075,18101
danao,2024,1.7,4.0,9,17982,18003,18026,18050,18075,18101
danao,2025,1.4,2.8,7,17982,18003,18026,18050,18075,18101
danao city,2021,1.6,1.6,1,154292,157763,161183,164552,167880,171148
danao city,2023,1.8,1.8,1,154292,157763,161183,164552,167880,171148
